ticket_id,subject,tag,tag_description,created_at,all_tags
9853,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-06T20:08:16Z,['regeneration']
9851,Refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-06T19:08:28Z,['refund']
9848,RE: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-06T16:54:54Z,['refund']
9841,Reclamation,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-05T22:32:13Z,['regeneration']
9827,RE: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-04T22:33:01Z,['refund']
9826,Re: [Ai SuitUp] How did we do?,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-04T21:24:35Z,['refund']
9822,Headshot Redo?,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-04T19:37:09Z,['regeneration']
9819,Re: [AI SuitUp] Team member completed email,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-04T18:06:46Z,"['kontext', 'regeneration']"
9818,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-04T15:34:22Z,"['body-type', 'regeneration']"
9813,Re: [Ai SuitUp] How did we do?,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-03T19:48:46Z,"['hair', 'regeneration']"
9811,Paid twice,double-pay,Customer has paid two times and wants a refund,2025-06-03T19:20:29Z,['double-pay']
9807,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-03T16:18:36Z,['refund']
9805,Re: [Ai SuitUp] How did we do?,reupload,Customer asks for the possibility to reupload different pictures to get better results,2025-06-03T15:38:55Z,['reupload']
9799,Request for Refund – Unsatisfactory AI Results,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-03T11:46:28Z,['refund']
9796,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-03T03:54:59Z,['refund']
9795,Not using device,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-03T01:56:44Z,['refund']
9793,Money back,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-06-03T00:04:13Z,['refund']
9790,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-02T17:28:33Z,['regeneration']
9789,Re: [Ai SuitUp] Re: not happy,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-06-02T17:02:53Z,['regeneration']
9786,I paid - how to log back in?,ghost-email,The customer contacts us but no info is avaialble on him her in stripe or dashboard,2025-06-02T14:34:47Z,['ghost-email']
9776,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-31T21:14:14Z,['refund']
9775,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-31T20:26:25Z,['regeneration']
9774,Headshot Order,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-31T14:21:46Z,"['pictures-not-received-spam', 'refund']"
9769,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-31T03:09:39Z,['refund']
9767,Not Pleased with Headshots - would like refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-30T23:53:01Z,['refund']
9766,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-30T22:21:17Z,['refund']
9763,Refund Please,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-30T16:51:02Z,['refund']
9756,I paid but can't log in and use the service,ghost-email,The customer contacts us but no info is avaialble on him her in stripe or dashboard,2025-05-29T21:41:46Z,['ghost-email']
9755,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-29T18:13:43Z,"['data-deletion', 'refund']"
9754,Re: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-05-29T15:44:06Z,['invoice']
9748,Re: Refund request order ead16d78-b116-4e95-bcc5-1dcabc008753,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-29T11:19:51Z,['refund']
9747,Fwd: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-29T11:03:23Z,['refund']
9740,not happy,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-28T18:58:10Z,['regeneration']
9739,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-28T18:00:51Z,['regeneration']
9738,Inquiry about headshots and incorrect email,ghost-email,The customer contacts us but no info is avaialble on him her in stripe or dashboard,2025-05-28T17:43:43Z,['ghost-email']
9735,Re: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-05-28T12:41:54Z,['invoice']
9733,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-28T03:53:55Z,['regeneration']
9732,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-27T19:59:46Z,['refund']
9731,Headshot Feedback,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-27T17:14:38Z,['regeneration']
9728,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-27T12:07:26Z,['refund']
9726,Refund Request,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-27T06:33:45Z,['refund']
9706,Re: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-05-23T14:26:12Z,['invoice']
9705,Issue with my Headshots,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-23T13:53:34Z,['regeneration']
9703,Refund request,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-23T09:57:55Z,['refund']
9699,Request for Refund – Dissatisfaction with Service,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-23T03:52:50Z,['refund']
9698,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-22T22:29:04Z,['regeneration']
9692,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-22T11:59:49Z,['regeneration']
9686,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-21T23:00:23Z,['regeneration']
9685,Receipt,invoice,Customer requests an invoice,2025-05-21T21:54:41Z,['invoice']
9684,Refund Request,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-21T18:27:30Z,['refund']
9682,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,reupload,Customer asks for the possibility to reupload different pictures to get better results,2025-05-21T15:13:20Z,['reupload']
9681,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-21T13:52:33Z,['regeneration']
9680,Executive Headshoots,reupload,Customer asks for the possibility to reupload different pictures to get better results,2025-05-20T23:44:01Z,['reupload']
9674,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-20T13:54:55Z,['regeneration']
9672,Purchase Receipt Needed,invoice,Customer requests an invoice,2025-05-20T12:46:28Z,['invoice']
9670,Re: [Ai SuitUp] Your payment has been received,cannot-access,Customer has lost access to the account/has lost the access to the upload,2025-05-19T23:29:22Z,['cannot-access']
9667,Please send my receipt,invoice,Customer requests an invoice,2025-05-19T19:33:55Z,['invoice']
9662,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-19T18:37:33Z,['refund']
9661,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-19T18:35:54Z,['refund']
9660,Re: [Ai SuitUp] How did we do?,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-19T18:34:03Z,['refund']
9659,For collaboration opportunity,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-19T17:59:12Z,['influencers']
9655,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-19T03:23:42Z,['refund']
9654,Refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-18T23:18:56Z,['refund']
9646,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-17T14:00:16Z,['regeneration']
9643,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-16T17:32:11Z,['refund']
9642,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-16T14:28:18Z,['regeneration']
9640,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-16T11:33:25Z,['regeneration']
9636,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-16T02:05:15Z,['refund']
9635,Refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-16T01:58:03Z,['refund']
9633,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-15T23:41:55Z,['regeneration']
9632,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,request-edit,Customer requests for custom edits (we will not do them)  ,2025-05-15T20:50:26Z,['request-edit']
9631,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-15T17:43:35Z,"['google-review', 'regeneration']"
9629,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-15T16:17:45Z,['regeneration']
9628,Twitter Collaboration,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-15T15:17:10Z,['influencers']
9627,Collaboration Proposal,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-15T14:44:03Z,['influencers']
9625,Refund request,reupload,Customer asks for the possibility to reupload different pictures to get better results,2025-05-15T14:09:57Z,['reupload']
9621,This looks like it's is AI generated,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-15T03:56:11Z,['refund']
9620,Refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-14T20:44:02Z,['refund']
9617,Refund?,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-14T17:36:19Z,"['pictures-not-received-spam', 'regeneration']"
9611,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,invoice,Customer requests an invoice,2025-05-14T03:04:52Z,['invoice']
9609,Headshots,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-13T21:21:12Z,['regeneration']
9607,Order Status,ghost-email,The customer contacts us but no info is avaialble on him her in stripe or dashboard,2025-05-13T18:10:06Z,['ghost-email']
9598,"Hey there! Great pictures. As a small edit, is it…",regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-13T10:30:15Z,"['regeneration', 'team-lead']"
9596,Photos,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-13T01:20:34Z,['refund']
9595,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-12T23:59:48Z,['refund']
9593,Receipt,invoice,Customer requests an invoice,2025-05-12T23:31:33Z,['invoice']
9592,Ai headshots,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-12T22:41:31Z,['refund']
9588,Re: [Ai SuitUp] How did we do?,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-12T18:53:36Z,['regeneration']
9581,RE: victor@onlinereviewshere.com,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-12T08:22:45Z,['influencers']
9578,Re: [Ai SuitUp] Re: Collab with AI SuitUp,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-12T04:41:19Z,['influencers']
9574,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-11T14:39:03Z,['regeneration']
9571,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-10T16:56:12Z,['refund']
9569,Haven't received my headshots,wrong-email,,2025-05-09T20:54:10Z,['wrong-email']
9567,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-09T18:47:57Z,['refund']
9566,Re: [Ai SuitUp] How did we do?,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-09T16:19:20Z,['refund']
9558,Re: [Ai SuitUp] How did we do?,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-08T23:47:37Z,['refund']
9556,refund request,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-08T18:52:01Z,['refund']
9555,Re: [Ai SuitUp] How did we do?,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-08T16:22:22Z,['refund']
9547,Re: [Ai SuitUp] Your payment has been received,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-08T02:42:57Z,"['loop', 'regeneration']"
9545,Feedback Request,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-07T20:30:05Z,"['loop', 'regeneration']"
9540,Fwd: Order issue,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-07T13:35:28Z,['refund']
9538,Free Generation for Linked in Share,linkedin,Customer has shared their pictures on LinkedIn and wants a re-generation,2025-05-07T12:59:43Z,['linkedin']
9535,Refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-07T11:30:21Z,['refund']
9534,Re: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-05-07T10:21:14Z,['invoice']
9533,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,invoice,Customer requests an invoice,2025-05-07T08:53:52Z,['invoice']
9532,Promotional Post,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-07T06:37:37Z,['influencers']
9531,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-07T00:34:44Z,['refund']
9528,Re: [EXT] [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-05-06T20:18:18Z,['invoice']
9518,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-06T13:02:19Z,"['closed_by_merge', 'refund']"
9512,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-06T00:05:56Z,"['hair', 'regeneration']"
9511,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-05T20:24:10Z,['refund']
9500,Re: [Ai SuitUp] How did we do?,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-05-04T19:20:41Z,"['hair', 'regeneration']"
9497,Refund,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-03T20:55:22Z,['refund']
9490,Moneyback guaranteed,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-03T06:06:53Z,['refund']
9484,Money Back Guarantee,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-05-02T11:25:07Z,['refund']
9474,Re: pricing info?,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-05-01T13:00:15Z,['influencers']
9469,RE: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-04-30T19:47:44Z,['invoice']
9466,Headshots for women wearing hijab,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-30T16:16:30Z,"['hijab', 'regeneration']"
9452,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-04-29T16:56:12Z,['refund']
9450,Headshots,double-pay,Customer has paid two times and wants a refund,2025-04-29T15:17:17Z,['double-pay']
9448,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-29T13:10:57Z,['regeneration']
9443,Double Payment Made,double-pay,Customer has paid two times and wants a refund,2025-04-28T18:48:51Z,['double-pay']
9442,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,linkedin,Customer has shared their pictures on LinkedIn and wants a re-generation,2025-04-28T17:44:58Z,['linkedin']
9441,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-28T16:57:45Z,"['proportions', 'regeneration']"
9438,Re: [Ai SuitUp] How did we do?,linkedin,Customer has shared their pictures on LinkedIn and wants a re-generation,2025-04-28T11:49:08Z,['linkedin']
9393,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-04-23T19:11:18Z,['refund']
9379,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-04-22T19:30:46Z,"['feedback', 'negative']"
9378,Re: [Ai SuitUp] Your payment has been received,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-04-22T19:29:19Z,['refund']
9351,Order: 8116eddd-ba60-4b5c-a4da-ae38964589d2,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-21T15:03:28Z,['regeneration']
9346,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-04-21T09:20:07Z,['feedback']
9343,My headshots,feedback,Customer wants to provide feedback,2025-04-21T02:28:46Z,"['feedback', 'negative']"
9341,Re: [Ai SuitUp] Your payment has been received,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-20T19:03:20Z,['regeneration']
9340,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-04-20T18:22:15Z,['feedback']
9333,RE: [Ai SuitUp] Your payment has been received,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-20T00:09:12Z,['regeneration']
9317,Regenerate new set?,feedback,Customer wants to provide feedback,2025-04-18T12:58:32Z,"['feedback', 'redacted_content']"
9271,My headshots,feedback,Customer wants to provide feedback,2025-04-15T18:23:08Z,['feedback']
9162,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-04-06T23:14:19Z,['feedback']
9088,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-01T16:56:45Z,"['body-type', 'hair', 'regeneration', 'skin']"
9079,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-04-01T02:07:14Z,"['hair', 'regeneration']"
9048,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-03-29T17:13:05Z,"['body-type', 'feedback', 'hair']"
9035,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] How did we do?,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-03-28T10:03:34Z,"['non-formal', 'regeneration']"
9031,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-03-28T02:12:27Z,"['biracial', 'ethnicity', 'feedback']"
8990,Headshots,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-03-25T16:09:51Z,"['hair', 'regeneration']"
8983,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-03-25T05:20:31Z,"['ethnicity', 'regeneration']"
8977,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-03-24T21:46:36Z,"['body-type', 'regeneration']"
8966,Re: [Ai SuitUp] Re: Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,feedback,Customer wants to provide feedback,2025-03-24T12:01:01Z,['feedback']
8960,Refund Request,feedback,Customer wants to provide feedback,2025-03-23T18:56:45Z,"['feedback', 'refund-form']"
8936,AW: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-03-21T18:03:46Z,['invoice']
8885,AW: [Ai SuitUp] Your payment has been received,invoice,Customer requests an invoice,2025-03-20T07:42:13Z,['invoice']
8796,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,regeneration,"Customer requests a re-generation with different parameters, e.g. my hair are red, I'm too skinny, etc. See sub-categories.",2025-03-13T19:53:39Z,"['redacted_content', 'regeneration']"
8601,Re: [Ai SuitUp] Your AI Generated Headshots Are Ready!,refund,Customer requests a refund as is intentioned to absoluetely get a refund. See sub-categories,2025-03-03T16:48:37Z,['refund']
8414,Partnership with AI SuitUp,influencers,Customer wants to sponsor AI SuitUp on their profiles,2025-02-21T14:45:33Z,['influencers']
10325,Headshots - never received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-18T02:51:34Z,['pictures-not-received-spam']
10245,ISSUE,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-10T21:59:09Z,['pictures-not-received-spam']
10243,Headshot delay?,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-10T21:19:26Z,['pictures-not-received-spam']
10228,Re: [Ai SuitUp] Your payment has been received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-10T03:47:09Z,['pictures-not-received-spam']
10210,Re: [Ai SuitUp] Your payment has been received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-08T17:06:52Z,['pictures-not-received-spam']
10111,Order Never Received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-01T22:52:12Z,['pictures-not-received-spam']
10105,Error in email,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-07-01T13:56:34Z,['pictures-not-received-spam']
10066,Headshots order,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-06-28T00:39:01Z,['pictures-not-received-spam']
9946,Wrong Email Address Imputed,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-06-15T13:00:32Z,['pictures-not-received-spam']
9855,Email Wrong - Please send to this one,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-06-06T20:40:58Z,['pictures-not-received-spam']
9825,Headshot Ai,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-06-04T21:13:25Z,['pictures-not-received-spam']
9798,Re: [Ai SuitUp] Your payment has been received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-06-03T09:24:30Z,['pictures-not-received-spam']
9768,Re: [Ai SuitUp] Your payment has been received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-05-31T01:06:20Z,['pictures-not-received-spam']
9753,never recieved photos,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-05-29T15:38:09Z,['pictures-not-received-spam']
9742,help!,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-05-28T22:48:38Z,['pictures-not-received-spam']
9723,Re: [Ai SuitUp] Your payment has been received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-05-26T23:15:14Z,['pictures-not-received-spam']
9683,Re: [Ai SuitUp] Your payment has been received,pictures-not-received-spam,"Customer generation is stuck, pictures have not been received after X hours. caused by customer not checking their spam folder",2025-05-21T16:00:33Z,['pictures-not-received-spam']
